qs1,qs2,qs2a,qs3y_1,qs4_1,qs6_1,rateqs3y,rateqs4,rateqs6,p1,p5,p7a,p7b,p7c,p7d,p7e,p7f,p7g,p7count,p8,p9,p10,p11,p14,p15,p16,p1801,p20,p22a,p22b,p22c,p22d,p22e,p22f,p22g,p23,p24,c1,c2a,c2b,c2c,c2d,c2e,c2f,c2g,c3,c8,C3C8,c4,c1_t,c11,c15,c16,c17a,c17b,c17c,c17d,c17e,c17f,c17g,c17h,c17i,c17j,c17k,c17l,c17m,c17n,c17o,c17p,c17q,c20,c23a,c23b,c23c,c23d,c23e,dmscore,C26A_H,C26_A,C26C_H,C26_C,C26D_H,C26_D,C26E_H,C26_E,C26F_H,C26G_H,C26_G,C26TOT1,C26TOT2
1,1,1,15,1,10,15,1,10,1,1,2,1,1,1,1,2,1,5,1,1,3,1,1,800,740,3,4,1,2,2,2,2,2,2,1,3,30,1,1,1,2,5,1,3,7,5,3,15,2230,0,2,99,4,1,1,3,3,2,5,1,1,1,4,2,1,1,3,1,2,1,1,1,1,1,1,10,1.5,90,0,0,1,60,1,60,2.5,1,60,7.75,465
1,1,1,16,1,11,16,1,11,1,1,1,2,1,1,2,2,1,4,2,2,4,3,1,745,99,4,4,2,2,2,2,2,2,2,1,3,34,4,5,5,5,2,3,4,2,3,2,13,2330,0,2,4,2,2,2,3,2,1,5,2,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,10,0.5,30,0.5,30,2,120,2,120,1,2,120,8.5,510
1,1,1,13,2,7,13,2,7,2,1,2,2,1,2,2,2,1,2,1,2,4,5,1,800,700,7,6,2,2,2,2,2,2,2,1,5,30,4,5,5,3,1,1,5,6,4,3,13,2230,2,1,5,5,3,2,1,1,1,4,2,2,5,5,5,5,5,5,1,5,5,3,1,2,1,3,17.5,0,0,0,0,0.33,20,10,600,1,0,0,21.33,1280
1,2,2,14,1,9,17,1,12,1,1,1,1,2,2,2,1,1,4,1,2,5,3,1,820,750,1,4,2,2,2,2,2,2,2,1,3,28,4,5,1,1,1,1,1,5,4,3,19,2200,0,2,4,4,4,4,2,4,2,1,1,1,3,4,3,2,1,3,1,2,2,1,1,1,2,1,12.5,0.5,30,0.5,30,0,0,0,0,0,0,0,2,120
1,1,1,17,2,12,17,2,12,2,1,1,1,1,1,1,2,1,6,2,1,5,2,1,815,730,1,2,2,2,2,2,2,2,2,1,3,28,5,1,3,2,2,1,1,2,2,1,11,2200,0,2,5,1,1,1,1,2,1,2,1,3,2,1,2,1,1,1,3,3,1,1,1,1,1,2,10,3,180,0,0,2,120,1,60,0,0,0,6,360
1,2,1,11,2,6,11,2,6,1,1,2,2,2,2,2,2,1,1,1,2,5,5,1,820,700,7,1,2,2,2,2,2,2,2,1,6,21,3,1,1,1,5,1,5,2,2,1,14,2015,0,4,5,3,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,12.5,1.5,90,0.25,15,0,0,0.17,10,0.5,1,60,4.17,250
1,1,2,11,2,6,11,2,6,1,1,2,2,2,2,2,2,1,1,1,1,4,3,2,750,720,3,6,1,2,2,2,2,2,2,1,5,28,5,4,1,1,1,4,3,99,1,99,11,2200,99,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,2,15,99,99,0.08,5,0,0,0,0,99,1.75,105,1.83,110
1,1,1,16,1,11,16,1,11,1,1,1,2,1,2,2,1,1,4,1,2,5,3,1,740,715,1,2,2,2,2,2,2,2,2,1,3,1,5,5,3,1,3,1,1,2,1,3,13,2400,0,1,3,1,1,3,1,1,1,5,3,1,1,1,1,1,1,1,3,3,1,2,1,2,2,2,17.5,1,60,0,0,0,0,1,60,3,0,0,8,480
1,1,1,13,1,8,13,1,8,1,1,1,2,2,1,2,1,1,4,1,1,5,3,3,800,720,3,2,2,2,2,2,2,2,2,3,5,28,5,5,2,2,2,2,2,5,6,2,11,2200,2,5,2,5,4,5,2,5,2,5,4,2,5,5,5,5,2,5,5,4,5,3,3,1,2,2,22.5,6,360,0.5,30,0,0,0,0,0,0,0,6.5,390
1,1,1,17,2,12,17,2,12,1,1,1,2,1,2,2,1,1,4,2,2,4,3,1,830,820,3,2,2,2,2,2,2,2,2,1,6,1,5,5,5,1,2,2,4,4,4,1,16,2400,5,4,2,1,1,2,2,1,1,4,2,1,4,2,1,1,1,4,2,5,1,3,2,2,2,2,22.5,3,180,0,0,0,0,6,360,0.5,4,240,20.5,1230
1,1,3,11,2,6,16,2,11,1,1,1,2,1,1,2,2,1,4,99,1,4,5,1,825,800,3,2,2,2,2,2,2,1,2,3,1,13,5,1,1,5,1,1,1,2,2,1,15,245,1,4,99,1,1,1,5,1,1,2,2,1,2,5,1,1,1,5,1,1,1,1,1,2,1,2,12.5,8,480,0,0,8,480,1,60,0,0,0,17,1020
1,2,1,17,2,12,17,2,12,1,1,1,1,1,1,1,1,2,6,2,1,1,1,1,720,700,1,1,2,2,2,2,2,2,2,1,6,6,5,1,1,1,1,1,1,1,1,1,9,100,1,4,2,1,1,1,4,3,1,4,1,1,3,4,1,1,1,5,4,4,1,2,2,3,2,3,22.5,10,600,0,0,0,0,0.5,30,0,0,0,10.5,630
1,1,2,12,2,6,15,2,9,11,1,2,2,1,1,2,1,1,4,2,2,4,4,1,99,99,4,8,2,2,99,2,2,2,2,1,5,1,2,5,5,1,3,1,1,7,7,1,99,2400,0,1,5,2,2,1,4,4,2,1,4,2,1,3,1,1,1,2,1,1,1,1,2,1,1,1,12.5,3,180,0,0,0,0,0,0,0,0,0,6,360
1,1,3,11,1,6,17,1,12,1,1,1,2,1,2,1,1,1,5,2,1,2,1,1,725,700,1,3,2,2,2,2,2,2,2,1,3,32,1,5,5,1,1,1,1,3,4,2,13,2300,0,3,5,3,1,99,4,99,1,99,3,3,99,99,1,1,4,99,4,99,1,1,1,1,1,1,10,2,120,0,0,0,0,1,60,0,6,360,12,720
1,1,2,12,1,6,12,1,6,1,2,1,1,1,2,2,1,2,4,2,1,4,3,1,900,740,4,5,2,2,2,2,2,1,2,1,5,20,5,5,4,1,5,1,3,2,7,2,7,2000,0,4,5,4,5,5,3,4,3,5,2,2,4,1,3,1,1,2,3,2,2,1,1,1,1,1,10,0.5,30,1,60,0,0,0.5,30,0.5,2,120,8.5,510
1,1,2,11,1,6,11,1,6,1,1,2,2,2,2,2,2,1,1,1,1,5,4,2,805,730,6,2,2,2,2,2,2,2,2,1,5,28,1,5,1,5,1,3,1,3,2,3,14,2200,0,2,5,2,1,2,1,1,1,5,1,1,1,2,5,1,1,5,1,2,5,1,1,2,1,1,12.5,0.5,30,5,300,1,60,0.5,30,0,1,60,10,600
1,2,2,12,1,6,12,1,6,2,1,1,2,2,2,2,1,1,3,1,1,5,4,1,800,700,3,1,2,2,2,2,2,2,2,1,5,28,1,4,1,1,5,4,1,2,2,1,12,2200,0,3,5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,0.67,40,0.25,15,0.17,10,1,60,0.5,0,0,5.59,335
1,1,1,11,1,6,11,1,6,1,1,1,1,2,2,2,1,2,3,1,1,5,5,1,815,715,7,1,2,2,2,2,2,2,2,4,7,24,5,4,2,1,5,3,5,2,3,2,14,2100,0,5,5,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,12.5,3,180,0.75,45,0.75,45,0,0,1,1,60,9.5,570
1,1,1,15,2,10,15,2,10,1,1,1,2,1,1,2,2,1,4,2,2,5,4,1,730,640,7,2,2,2,2,2,2,2,2,1,7,28,3,5,2,2,2,1,1,2,2,1,11,2200,4,4,1,2,1,4,1,1,2,1,1,3,3,4,3,2,2,5,2,4,1,2,2,2,3,2,22.5,1,60,1,60,0.5,30,1,60,0,2,120,9.5,570
1,2,1,13,1,7,13,1,7,2,1,2,2,2,2,2,2,1,1,1,1,5,5,1,745,650,7,4,2,2,2,2,2,2,2,1,5,24,5,2,1,2,4,2,1,4,3,3,13,2100,0,1,5,1,3,3,1,2,1,2,1,1,1,4,4,1,3,2,1,3,1,2,1,1,1,1,12.5,1,60,2,120,0.75,45,0.33,20,0.5,7,420,13.58,815
1,1,1,12,2,7,12,2,7,1,1,1,1,1,2,2,1,1,5,1,1,5,4,1,750,730,4,2,2,1,2,2,2,1,2,1,3,28,1,4,1,1,4,4,4,4,2,3,11,2200,0,4,4,4,4,4,1,1,2,2,1,2,3,3,2,1,1,4,1,3,4,2,1,2,2,1,17.5,1,60,1,60,0.25,15,0,0,0.25,2,120,6,360
1,1,1,14,1,9,14,1,9,1,1,2,2,2,2,2,2,1,1,1,2,5,5,1,800,730,3,2,2,2,2,2,2,2,2,3,3,24,5,5,1,1,1,1,1,4,3,3,14,2100,1,1,5,4,4,5,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,1,1,2,1,12.5,1.5,90,1,60,0,0,1,60,0,0,0,7.5,450
1,1,2,12,2,6,12,2,6,1,1,1,2,2,2,2,2,1,2,1,1,5,5,1,820,800,3,4,2,2,2,2,2,2,2,1,5,19,5,5,3,4,1,1,1,1,1,1,15,1930,0,3,4,1,4,4,1,2,1,4,1,1,4,5,1,4,2,2,1,2,1,1,2,2,2,1,17.5,2,120,0,0,1,60,4,240,2,99,99,12,720
1,1,3,12,2,7,17,2,11,1,1,1,1,1,1,1,2,1,6,2,2,1,3,1,750,720,1,1,2,2,2,2,2,2,2,1,5,4,5,2,5,2,4,1,3,8,3,8,13,2430,0,5,3,3,2,2,2,1,1,3,5,3,2,4,3,2,2,3,5,2,3,1,3,2,2,1,20,3,180,0,0,0.25,15,4,240,1.5,0.25,15,9,540
1,1,1,13,1,7,13,1,7,1,1,2,2,2,2,2,2,2,0,1,2,5,3,2,845,720,3,1,2,2,2,2,2,2,2,1,7,20,4,1,1,1,3,1,4,4,4,1,12,2000,1,2,5,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,0.5,30,1,60,0,0,0,0,0.5,1.5,90,3.5,210
1,2,4,12,2,7,12,2,7,1,2,1,1,2,2,2,1,1,4,1,2,4,2,1,745,700,3,2,2,2,2,2,2,1,2,1,3,28,5,5,4,1,4,4,4,7,3,3,11,2200,4,4,3,5,2,4,1,1,4,4,4,2,3,4,2,2,4,4,2,4,1,2,1,2,1,2,15,2,120,3,180,0.5,30,4,240,1,4,240,24.5,1470
1,1,1,11,1,6,11,1,6,1,1,2,1,1,1,2,2,1,4,1,1,5,4,1,840,820,3,1,2,2,2,2,2,2,2,1,5,26,4,5,2,1,3,1,1,5,4,3,16,2130,0,5,2,5,2,4,1,1,2,5,1,1,5,2,1,1,1,5,1,1,1,1,1,2,2,2,15,3,180,0,0,0.42,25,0.25,15,0.25,0,0,5.42,325
1,2,2,13,2,8,13,2,8,1,1,2,2,2,2,2,2,1,1,1,2,5,4,1,800,745,4,4,2,2,2,2,2,2,2,1,3,26,2,5,2,4,3,1,5,4,4,1,14,2130,0,2,5,3,2,2,1,1,2,1,1,1,2,2,4,2,2,3,2,3,2,1,1,2,2,2,15,0.5,30,0,0,1,60,0.25,15,0.5,1,60,5.25,315
1,1,2,14,1,9,16,1,10,1,1,1,2,1,1,2,1,1,5,1,1,5,5,1,750,720,3,4,2,2,2,2,2,2,2,3,5,32,1,5,4,5,1,5,1,5,7,2,15,2300,0,1,1,3,3,5,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,60,2,120,2,120,1,60,0,3,180,13,780
1,1,2,14,1,9,17,1,12,1,1,1,1,1,1,2,2,1,5,2,1,4,5,1,830,750,1,2,2,2,2,2,2,2,2,1,5,34,5,4,5,3,5,1,1,1,1,1,17,2330,7,4,5,1,2,5,1,1,1,5,3,1,1,3,1,1,3,1,1,3,5,1,2,1,2,2,15,0.5,30,0,0,99,99,0.5,30,0.5,2,120,4,240
1,1,3,13,1,8,13,2,8,1,1,2,2,2,2,2,2,1,1,1,2,5,4,4,900,0,8,2,2,1,2,2,2,2,2,1,3,28,1,5,5,5,1,1,1,5,5,1,15,2200,0,4,5,2,2,1,1,1,1,1,5,1,2,3,5,1,1,1,1,4,1,1,1,1,1,3,10,1,60,1,60,1.5,90,2,120,0,6,360,14.5,870
1,2,4,11,1,6,11,1,6,1,1,2,2,2,2,2,1,1,2,1,2,5,3,3,816,735,7,2,2,1,2,2,2,2,2,1,5,24,2,2,1,2,1,4,1,4,5,2,10,2100,0,4,3,3,2,5,2,2,2,4,4,1,4,3,3,2,2,3,1,3,1,1,1,2,1,1,12.5,1,60,0.5,30,0.25,15,0.25,15,2,0,0,4,240
1,2,4,11,1,6,11,1,6,2,2,2,2,2,2,2,1,1,2,2,1,5,4,4,900,0,8,3,2,2,2,2,2,2,2,1,6,28,1,4,2,3,4,1,2,4,3,3,14,2200,2,5,3,4,2,2,3,1,2,4,1,2,4,4,4,3,2,2,1,4,1,2,1,1,2,2,15,1.5,90,1,60,1,60,0.08,5,0.5,1,60,7.58,455
1,2,2,14,1,9,16,1,11,1,1,2,1,2,2,1,1,1,4,2,1,4,3,1,730,700,3,6,2,2,2,2,2,2,2,1,6,28,5,3,2,2,3,3,5,2,3,2,11,2200,2,3,5,3,2,1,2,1,1,5,1,2,5,2,1,1,1,2,1,2,2,1,1,1,2,1,12.5,2,120,0.5,30,0.25,15,0.08,5,2,2.5,150,8.33,500
1,2,3,13,2,8,13,2,8,1,1,2,2,2,2,2,1,1,2,2,2,5,3,1,800,715,3,4,2,2,2,2,2,2,2,1,5,1,4,5,4,2,1,1,1,3,1,3,9,2400,3,4,5,1,4,1,4,1,1,2,1,1,4,4,5,4,1,3,2,1,1,2,1,2,2,1,17.5,2,120,0,0,1,60,3,180,0.5,0,0,15.5,930
1,1,2,11,2,6,11,2,6,2,1,1,2,1,2,2,1,1,4,1,1,5,5,1,815,730,3,2,2,2,2,2,2,2,2,1,3,24,5,5,4,1,2,3,5,3,4,2,11,2100,2,4,5,3,2,3,3,1,3,4,1,1,3,4,3,3,1,3,1,3,1,2,1,1,2,1,15,2,120,0.33,20,0.17,10,0.08,5,1,0.5,30,5.08,305
1,1,3,11,2,6,16,2,11,6,1,1,1,2,1,2,1,1,5,1,1,5,4,1,700,645,7,4,2,2,2,2,2,2,2,1,5,32,1,5,5,1,1,5,1,7,5,3,11,2300,2,4,3,5,5,4,5,3,5,1,1,4,5,5,5,5,5,5,1,5,4,3,3,3,3,3,30,0,0,2,120,0,0,7,420,0,0,0,14,840
1,1,1,13,2,7,13,2,7,1,1,1,2,2,1,2,1,1,4,1,2,2,2,1,805,740,7,4,2,2,2,2,2,1,2,1,3,30,5,5,5,1,5,1,1,5,2,3,15,2230,0,2,3,5,5,5,1,1,1,5,1,5,1,2,2,2,5,2,3,4,1,1,1,2,2,1,15,0,0,0.5,30,1,60,2,120,0,1,60,5.5,330
1,2,2,14,2,9,14,2,9,1,1,1,2,1,1,2,2,2,3,1,1,3,1,3,800,710,3,1,2,2,2,2,1,2,1,1,5,26,1,5,1,4,2,1,1,7,7,1,13,2130,0,2,2,5,5,5,5,4,2,5,1,1,4,5,2,1,1,4,1,4,2,1,1,2,3,3,17.5,2,120,0,0,0.5,30,0.5,30,0.5,1,60,5.5,330
1,2,3,11,2,6,11,2,6,1,1,1,2,2,2,2,2,1,2,1,1,5,5,1,810,730,4,2,2,2,2,2,2,2,2,1,3,22,5,4,5,1,4,1,5,2,3,2,13,2030,0,1,5,1,1,2,1,1,3,5,1,1,1,2,4,2,1,1,1,2,1,1,1,1,1,1,10,0.25,15,0,0,0,0,0.25,15,0.17,3,180,4,240
1,1,2,13,1,8,16,1,10,1,1,1,2,2,2,2,2,1,2,1,2,4,2,1,800,715,7,5,2,2,2,2,2,2,2,2,2,1,1,5,4,1,1,1,5,2,2,1,13,2400,9,1,3,4,3,1,4,99,1,4,1,5,3,5,2,1,5,1,1,5,1,2,1,1,1,1,12.5,0,0,0,0,0,0,6,360,0,0,0,14,840
1,2,1,13,1,8,13,1,8,1,1,1,2,2,2,2,1,1,3,1,1,5,4,1,800,715,7,1,2,2,2,2,2,2,1,1,5,99,2,3,2,2,3,5,2,3,3,1,13,99,4,2,5,4,5,4,2,1,2,4,2,1,4,4,5,2,2,4,2,4,4,2,2,3,3,1,25,0,0,1,60,0,0,0,0,1,5,300,9,540
1,1,1,11,2,6,11,2,6,1,1,2,2,2,2,2,2,1,1,1,2,5,5,4,1000,0,8,2,2,2,2,2,2,2,2,1,6,22,1,5,1,1,5,2,2,2,2,1,21,2030,0,2,4,2,1,2,3,1,4,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,10,0,0,1,60,0.33,20,0,0,2,0.33,20,4.66,280
1,1,1,11,1,6,11,1,6,1,1,1,1,1,1,1,2,2,5,1,2,4,3,1,750,700,7,2,2,2,2,2,2,2,2,1,3,26,5,4,2,4,5,2,2,2,2,1,13,2130,1,5,5,2,2,1,1,1,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,10,1.5,90,0.25,15,0.5,30,0.5,30,2,3.5,210,8.75,525
1,1,3,13,2,8,13,2,8,1,1,1,2,1,1,2,1,1,5,1,1,5,5,1,830,700,3,5,2,2,2,2,2,2,2,3,5,28,4,1,5,1,2,4,1,2,3,2,11,2200,4,5,5,2,2,3,4,3,2,2,1,2,1,1,1,1,4,2,1,1,1,1,1,2,1,1,12.5,1,60,1,60,0,0,3,180,0.75,3,180,16.75,1005
1,2,1,11,1,6,11,1,6,1,1,1,2,2,2,2,1,1,3,1,1,5,3,1,750,715,3,1,2,2,2,2,2,1,2,1,3,24,5,5,4,1,3,1,4,7,1,3,15,2100,3,2,1,5,2,2,3,1,1,5,1,2,1,5,5,2,1,5,2,2,5,3,3,3,1,2,25,1,60,1,60,0,0,0.25,15,0.5,1,60,6.25,375
1,2,2,12,1,6,12,1,6,1,1,1,1,2,1,1,1,1,6,1,2,5,5,1,800,700,3,3,2,2,2,2,2,2,2,1,3,30,5,5,2,5,1,5,2,3,1,3,15,2230,0,3,5,1,2,2,1,1,2,3,1,1,2,2,1,3,3,1,1,2,1,2,1,2,2,2,17.5,3,180,4,240,1,60,7,420,2,4,240,23,1380
1,1,2,11,1,6,11,1,6,1,1,2,2,2,2,2,2,1,1,1,1,4,2,4,900,0,8,1,2,2,2,2,2,1,2,1,5,24,4,3,1,1,5,2,2,5,5,1,21,2100,0,5,4,4,2,2,1,1,1,3,3,1,3,4,1,1,1,4,3,4,2,2,1,1,1,1,12.5,1.5,90,0.25,15,0,0,0,0,2,2,120,6.5,390
1,1,1,11,2,6,11,2,6,1,1,2,2,2,2,2,2,1,1,1,1,5,3,2,755,735,7,2,1,2,2,2,2,2,2,1,6,20,2,5,4,1,1,1,2,5,5,1,15,2000,0,2,5,2,2,2,1,1,1,3,1,1,2,4,5,1,1,2,1,3,1,1,1,1,1,1,10,2,120,0.17,10,0,0,1,60,0,1,60,5.67,340
1,1,1,12,2,6,12,2,6,1,1,1,1,2,2,2,2,1,3,1,1,5,3,1,800,700,7,1,2,2,2,2,2,2,2,1,3,20,2,3,2,2,3,2,4,3,3,1,13,2000,0,4,5,1,1,3,1,1,2,3,1,1,3,1,2,2,2,3,1,2,2,1,1,1,2,1,12.5,0.5,30,0,0,0,0,0.17,10,0.17,1,60,2.17,130
1,2,1,13,1,8,13,1,8,1,1,2,1,2,2,2,1,1,3,2,1,5,5,1,820,745,3,3,2,2,2,2,2,2,2,1,6,26,5,5,5,5,98,98,5,2,1,3,11,2130,0,5,5,2,1,3,3,4,2,4,2,2,1,4,2,2,4,1,1,3,1,1,1,2,2,2,15,1,60,1,60,99,99,1,60,0,4,240,9,540
1,2,3,12,1,7,12,1,7,1,1,1,2,2,2,2,1,1,3,1,1,5,5,1,715,645,3,2,2,1,2,2,2,2,2,1,6,24,2,5,2,1,1,5,1,2,2,1,11,2100,0,4,4,3,1,4,3,1,1,5,2,1,1,2,2,1,1,3,1,4,3,1,1,2,3,2,17.5,0.5,30,2,120,0.08,5,0,0,0,2,120,5.58,335
1,2,1,11,2,6,11,2,6,1,1,2,2,2,2,2,2,1,1,1,1,5,4,1,900,815,7,4,2,2,2,2,2,2,2,1,3,25,1,3,2,1,2,1,1,2,2,1,16,2115,0,1,5,2,1,2,1,1,1,5,1,1,1,1,2,1,3,2,1,2,2,1,1,1,1,1,10,0.5,30,0,0,0,0,0.5,30,0.25,1,60,5.75,345
1,1,2,14,1,8,17,2,12,1,1,2,2,2,2,2,2,1,1,2,1,4,4,1,745,640,7,2,2,2,2,2,2,2,2,4,3,16,3,4,4,5,3,3,3,3,2,3,12,500,10,2,3,2,2,4,4,1,4,5,2,1,4,5,5,1,2,5,5,5,2,2,2,3,2,3,22.5,0,0,2,120,6,360,1,60,0.33,0.17,10,10,600
1,2,2,12,2,7,12,2,7,1,1,1,2,2,2,2,2,1,2,1,1,5,4,3,830,745,7,1,2,2,2,2,2,2,2,1,6,22,5,4,1,1,3,3,5,2,2,1,15,2030,0,5,5,2,1,2,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,12.5,1.5,90,99,99,0,0,0,0,99,6,360,8.5,510
1,1,1,14,2,8,14,2,8,1,1,2,1,2,1,1,2,2,3,1,1,5,4,1,730,700,1,6,2,2,2,2,2,1,2,1,3,21,4,5,5,5,2,2,3,4,3,3,12,2015,0,2,4,1,3,1,1,1,1,1,2,1,3,3,1,1,1,3,1,1,1,1,1,1,2,1,12.5,0.75,45,1,60,0.5,30,0.5,30,0,0.92,55,3.67,220
1,1,1,11,2,6,11,2,6,1,1,1,1,1,2,2,1,1,5,1,1,4,4,1,755,730,7,2,2,2,2,2,2,1,2,1,6,26,2,5,3,5,5,5,3,4,5,2,14,2130,1,4,4,4,2,3,2,2,2,5,2,2,3,4,2,1,2,3,1,3,2,1,1,2,2,2,15,0.75,45,2,120,1.75,105,2,120,0.05,1,60,9.05,543
1,1,2,12,1,6,14,1,8,1,1,2,2,2,2,2,2,1,1,1,2,5,5,1,750,715,3,2,2,2,2,2,2,2,2,1,5,24,5,5,1,1,1,1,4,7,5,3,11,2100,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1.5,90,1,60,99,99,0.5,30,0,2,120,6,360
1,1,1,12,2,7,12,2,7,1,1,1,2,2,1,2,2,1,3,1,1,5,5,1,845,720,3,1,2,2,2,2,2,2,2,1,5,24,4,5,2,4,5,3,1,1,2,2,11,2100,0,2,5,2,1,1,1,1,1,5,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1,10,0,0,0.5,30,0.17,10,0.5,30,0.5,1,60,3.67,220
1,1,2,13,1,7,13,1,7,2,1,1,2,2,2,2,1,1,3,1,1,5,3,2,750,730,3,2,2,2,2,2,2,2,2,1,5,32,5,5,5,1,3,1,5,2,2,1,14,2300,1,4,4,1,1,2,3,1,3,1,1,2,1,4,4,1,3,4,4,3,1,1,1,1,1,2,10,1,60,1,60,1,60,2,120,0,5,300,13,780
1,1,2,11,2,6,11,2,6,1,1,2,2,2,2,2,2,1,1,1,1,5,3,1,830,800,4,4,2,1,2,2,2,2,2,1,5,24,5,2,4,1,4,2,5,1,1,1,15,2100,0,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,3,1,3,3,1,25,1,60,99,99,99,99,99,99,99,2,120,3,180
1,1,2,13,2,8,16,2,10,2,1,1,1,2,1,1,2,1,5,1,1,5,3,2,815,715,7,1,2,2,2,2,2,2,2,1,6,32,5,5,4,5,5,1,1,4,5,2,11,2300,0,3,3,2,2,2,1,1,2,2,1,1,2,2,2,1,1,3,2,2,3,1,1,2,2,2,15,2,120,0,0,1.5,90,1.5,90,0,2,120,8,480
1,1,1,15,2,10,15,2,10,1,1,1,2,1,1,2,1,1,5,1,2,5,3,1,815,645,7,2,2,2,2,2,2,2,2,5,3,24,5,4,4,1,4,1,3,4,4,1,11,2100,13,4,4,3,4,4,1,1,3,4,2,1,2,2,1,2,2,3,3,2,5,1,2,2,2,2,17.5,2,120,0.5,30,0,0,0.5,30,1,1,60,7,420
1,1,3,11,2,6,11,2,6,1,1,1,2,2,2,2,1,1,3,1,1,4,3,1,730,720,3,4,1,2,2,2,2,2,2,4,5,30,5,5,2,3,5,5,4,2,2,1,11,2230,5,5,5,2,1,2,3,2,1,3,2,2,1,1,4,1,2,2,1,2,2,1,1,1,1,2,10,2,120,2,120,1.5,90,0.5,30,2,3,180,15,900
1,1,2,11,2,6,13,1,8,1,1,2,1,2,2,1,1,1,4,1,1,4,3,1,805,715,7,1,2,1,2,2,2,1,2,1,2,30,5,3,3,2,4,2,2,5,4,3,13,2230,4,4,4,2,1,1,2,1,3,1,1,1,1,1,1,1,1,3,2,1,3,1,1,2,1,1,12.5,4,240,2,120,1,60,0.5,30,1,1,60,11.5,690
1,1,4,10,1,6,12,1,7,1,1,1,2,2,2,2,1,1,3,1,1,5,4,1,745,730,3,1,2,2,2,2,2,2,2,1,5,28,5,5,2,1,5,1,4,4,4,1,15,2200,2,3,4,4,1,4,3,1,1,4,1,1,2,4,4,2,3,4,1,2,1,2,1,2,1,1,15,0.75,45,0,0,0.17,10,0,0,0.5,4,240,8.42,505
1,1,2,13,1,8,13,1,8,1,1,1,1,1,1,1,1,1,7,1,1,5,5,1,910,845,3,1,2,2,2,2,2,2,2,1,5,26,5,5,4,4,1,4,1,6,6,1,17,2130,0,3,5,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,12.5,1.5,90,0.5,30,0.17,10,0.5,30,0,2,120,5.17,310
1,2,1,11,1,6,11,1,6,1,1,2,2,2,2,2,1,1,2,1,1,4,4,1,740,655,7,4,2,2,2,2,2,2,2,1,7,27,99,5,2,5,2,4,1,3,3,1,12,2145,0,1,5,2,1,1,1,1,1,2,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,10,2,120,3,180,0,0,0.5,30,0,3,180,11.5,690
1,1,2,11,1,6,13,2,7,1,1,2,2,2,2,2,2,1,1,1,1,4,4,1,800,700,7,4,2,2,2,2,2,2,2,1,5,28,2,3,3,3,4,2,2,5,1,3,14,2200,0,2,5,2,1,2,1,1,1,5,3,1,2,2,3,2,1,3,1,2,2,1,1,1,1,2,10,1.5,90,0,0,99,99,0.5,30,0.08,2,120,6.58,395
1,1,3,13,1,7,13,1,7,1,1,2,2,2,2,2,2,2,0,1,2,5,3,1,830,800,4,2,2,2,2,2,2,2,2,1,6,28,3,3,1,1,3,1,1,1,1,1,15,2200,0,3,4,1,1,1,1,3,1,4,1,1,1,3,1,3,1,3,1,3,1,2,1,1,1,1,12.5,2,120,1,60,1,60,1,60,1,2,120,9,540
1,1,2,11,1,6,11,1,6,1,1,2,2,2,2,2,2,1,1,1,1,4,4,1,815,800,7,1,2,2,2,2,2,2,2,1,6,26,1,5,2,1,4,1,2,3,3,1,15,2130,0,5,4,4,3,5,2,1,1,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,10,0.5,30,0,0,0,0,0.5,30,0,1.5,90,3.5,210
1,2,2,13,2,8,13,2,8,5,1,1,2,1,1,2,1,1,5,1,2,5,5,1,800,730,3,4,2,2,2,2,2,2,2,6,2,28,5,1,1,1,1,1,4,2,2,1,13,2200,3,5,5,5,1,5,1,1,1,1,1,1,1,5,1,1,1,5,4,4,5,2,2,2,2,1,20,3,180,0,0,2,120,0.5,30,2,1,60,9,540
